crop,step,tag,episode,p,d_desired_dp,d_offers_dp,d_demand_dp,d_free_dp,d_ratio_dp,d_pscar_dp,d_ptrade_dp,d_pstar_dp,num_slope,analytic_scar_slope,trade_channel,free,shift,ratio,p_scar
maize,66,2008-10a,calm,190.53574608689203,-0.037104673917763675,0.031421475130031205,0.0,0.03136685817794235,-9.254100593172743e-05,-0.010384652031202863,0.0,-0.0020769304017655525,-0.0007269256421096167,-0.0007269256419902751,0.0,395.5373304646766,6.517772,1.186175019493196,156.59849384999862
maize,68,2008-11a,calm,179.2690728412429,-0.04004215892164832,0.033600246108603966,-4.9406281740496046e-05,0.03289939473379309,-7.510600913691179e-05,-0.010710725859952554,-3.449636830302075e-05,-0.002169742268218349,-0.000759409791894645,-0.0007497508098432943,-9.658983124845808e-06,478.6533505196402,6.517772,1.107596873263288,185.8262288292571
maize,70,2008-12a,calm,181.40456182035672,-0.03945380967498919,0.02376035950192555,-0.001176281493275769,0.03632679191994603,-0.00031494528989058887,-0.04718169809361873,-0.0010726873673938978,-0.01029448950793859,-0.003603071329345265,-0.003308986498711653,-0.00030035246287029134,160.27729404414407,6.517772,1.4460765086222582,255.34901257899585
maize,72,2009-01a,calm,184.18592376419332,-0.03871048875251549,0.02283612314359376,-0.0011922467759386255,0.035660314839512014,-0.00034218317432526166,-0.06848603175246878,-9.66814489459926e-05,-0.013774551515822946,-0.004821093033624229,-0.003752877246637377,-2.7070805704877924e-05,143.3251158384988,6.517772,1.4378368572192124,265.03202491674966
maize,74,2009-02a,calm,182.7899990770888,-0.039080369575475137,0.02335437405372796,-0.0011941217379826134,0.03726012540292762,-0.00033473963914913707,-0.0503814647011797,-0.0014476706069082186,-0.011234429416433215,-0.003932050288754652,-0.003494875739176516,-0.0004053477699343012,145.41388651777453,6.517772,1.3649322966671391,239.507291613845
maize,76,2009-03a,calm,183.30401901257494,-0.03894343147776918,0.023452993262113666,-0.0011610650051842532,0.03780943230731847,-0.0002875548427008948,-0.044239587237073205,-0.0028113110312200196,-0.011096966270840133,-0.003883938192855893,-0.0030341901137187237,-0.0007871670887416054,162.45542812853094,6.517772,1.2851042455501538,227.89956471426007
maize,78,2009-04a,calm,183.91343584983406,-0.038782194315062544,0.0233558910289299,-0.00115625785736306,0.03763462940152054,-0.0002521955314838111,-0.039270530682339995,-0.002485709043372118,-0.009842673371165693,-0.0034449356772035685,-0.0026713483009976947,-0.0006959985321441929,179.8529882730774,6.517772,1.2488995823259526,222.3328751001931
maize,80,2009-05a,calm,183.65910859851624,-0.03884933688546707,0.026822540192224537,-0.0008841625565431988,0.0375371738696243,-0.00023448715201119358,-0.034051408377676486,-0.00460939874615033,-0.010497800672455562,-0.003674230234198803,-0.002489779971320257,-0.0012906316489220923,190.5797225899069,6.517772,1.2312282843665934,219.71693650044853
maize,82,2009-06a,2010/11,182.85814263241824,-0.03906216590621939,0.026969482592092142,-0.0008890062800674071,0.037760104901326814,-0.00023824162483497037,-0.034261332397856,-0.0035247761526377534,-0.009672087406344313,-0.0033852305922205095,-0.002536687812437396,-0.000986937322738571,186.27977069531823,6.517772,1.2164267010436065,217.67991478503575
maize,84,2009-07a,2010/11,181.6060767390839,-0.03939909352634005,0.02720210573459673,-0.000896674333313333,0.038112486263344084,-0.00025656917232011234,-0.03698214010894009,-0.003992685800396381,-0.010590576665235163,-0.003706701832832307,-0.002738222183340039,-0.0011179520241109866,169.28888611869198,6.517772,1.1835115781488181,212.28521917775578
maize,86,2009-08a,2010/11,183.50981132935487,-0.03888884900642078,0.007751085775882232,-0.0024129605678271993,0.03756746251612669,-0.00028164676231184557,-0.08600098236226995,0.005241089753220225,-0.013007324659036321,-0.004552563624854771,-0.004359936024941262,0.0014675051309016628,145.88042725793096,6.517772,1.1425434811872373,297.2563389479028
maize,88,2009-09a,2010/11,177.53916838245436,-0.04053045449923298,0.0285937124060988,-0.0008485793440414012,0.0389088660649776,-0.00019129631484671598,-0.038356279673845105,-0.0020901653625056706,-0.009343388231177037,-0.0032701858841137025,-0.001899855064672129,-0.0005852463015015877,223.03781740877332,6.517772,1.1286152168169195,188.3834745693732
maize,90,2009-10a,2010/11,174.4673156894184,-0.04142443574256266,0.03955561337065785,-4.079978063786374e-05,0.03999602938647669,-9.821442732493049e-05,-0.020079620236440134,-2.759071706809734e-05,-0.0040379966225715614,-0.0014132988126056131,-0.0014055734180829923,-7.725400779067255e-06,436.71148770045875,6.517772,1.0883957376537972,261.78702232331364
maize,92,2009-11a,2010/11,180.0514564079082,-0.039824781534649994,0.03772101304893472,-8.836231746258648e-05,0.03713220545466272,-8.13843193754714e-05,-0.016333358801262292,-0.0005698389203273559,-0.0037225428870431474,-0.0013028900140168,-0.0009277338185151563,-0.00015955489769165965,490.87095680156784,6.517772,1.090149176222269,208.85824157602323
maize,94,2009-12a,2010/11,188.5472488101708,-0.03759446862304606,0.0221777596273431,-0.001157874401901596,0.03460792786986832,-0.00045064173668157354,-0.06590177269297988,-0.0010709304130358868,-0.014037098866009875,-0.00491298460159605,-0.004555519719972398,-0.00029986051565004826,130.78482056792606,6.517772,1.787864301060741,303.755469025902
maize,96,2010-01a,2010/11,195.70495320325,-0.035883676141598375,0.021168527537737018,-0.0011051835966250406,0.03305790891848023,-0.00046755333253326037,-0.06847385956135536,-0.002831570034228367,-0.01596002794110604,-0.005586009785559276,-0.00469694756877421,-0.0007928396095839426,117.99024889739405,6.517772,1.7609746653939131,297.3176542351385
maize,98,2010-02a,2010/11,202.53378061013476,-0.034377743227155984,0.02028014636495244,-0.0010588022740429623,0.03260551960189909,-0.00040789806593638435,-0.0607670307910688,-0.012311142919437261,-0.02200232050218341,-0.007700812176465848,-0.004138280028967181,-0.0034471200174424326,123.28439787923584,6.517772,1.623837150578077,276.88137081451106
maize,100,2010-03a,2010/11,216.6936859404778,-0.03159303722585601,0.01902634823772415,-0.0009419193053837798,0.03067719001438612,-0.000307299372241748,-0.9640778177843485,0.03487662086103146,-0.16491426686542132,-0.05771999340683229,-0.0037012112892186202,0.009765453841088807,141.7508914824334,6.517772,1.4852360073801298,300.6496543228257
maize,102,2010-04a,2010/11,242.73150493163078,-0.02741520607610941,0.016510323277685097,-0.0008173608532857457,0.026581581847755036,-0.00022210774149256107,-0.9365201928348965,0.13208195175632856,-0.0816384771666001,-0.028573467007139124,-0.0035162346537840694,0.036982946491771994,161.4257366322085,6.517772,1.403285688948835,373.3733223662355
maize,104,2010-05a,2010/11,262.7856339182463,-0.02482545267237192,0.01464505131862368,-0.0007646006770990607,0.023871396932754224,-0.00017717980445772956,-0.994295789993853,0.16502503650835695,-0.06683912880073749,-0.023393695070524124,-0.002471562567175801,0.046207010222339945,175.3561757675095,6.517772,1.3499164123031087,316.4807526469081
maize,106,2010-06a,2010/11,281.35093432469654,-0.022794955476776166,0.015457559104073235,-0.0005412360380977786,0.021956942350464883,-0.00015800926384880175,-1.0938706719145685,0.16405227900514552,-0.08753231118182785,-0.030636308913639748,-0.001716781277445343,0.04593463812144074,175.05153220058656,6.517772,1.3066314806706054,238.59897319549194
maize,108,2010-07a,2010/11,296.97106189110787,-0.02130622630247138,0.014710344040168116,-0.0007872247126981883,0.02057792705426394,-0.0001495032370311537,-0.020438483905862975,-0.062180278213886844,-0.053831919344625646,-0.018841171765355182,-0.0015463606043276314,-0.017410477899888314,163.7739718044483,6.517772,1.2372075607056439,215.07294429343207
maize,110,2010-08a,2010/11,281.0128727233929,-0.02282923885936724,0.00977171425185597,-0.0009891925339318398,0.02193995184958,-0.0001606999128063985,-0.04365578644430061,-0.0014259340146631535,-0.009871904499579242,-0.0034551665781397925,-0.0024147058468033636,-0.00039926152410568294,148.780284602047,6.517772,1.1374858218035144,287.26162893787006
maize,112,2010-09a,2010/11,268.63887295286423,-0.0241511674711656,0.0166142500310762,-0.000529435934911686,0.023052829850557975,-0.00010917739452492562,-0.06206454218775537,0.003918271959491425,-0.009278290861494018,-0.0032474017994069274,-0.0009800817855141308,0.0010971161486575988,228.4968780208884,6.517772,1.1130211489198985,167.92526528869521
maize,114,2010-10a,2010/11,266.45425774997386,-0.024398934997166954,0.023029392762864996,-2.4031014009556618e-05,0.022853860835032207,-5.655174138360017e-05,-0.011550716573525658,-2.5077733788287085e-05,-0.0023302054932024517,-0.00081557191462088,-0.0008085501595882901,-7.021765460720383e-06,436.1543542910424,6.517772,1.0953895184551852,263.21619066080086
maize,116,2010-11a,2010/11,270.8920638786658,-0.023900327272930563,0.022374462652787457,-5.302950134477134e-05,0.02201102826410447,-4.97194635070955e-05,-0.009579865136958852,-0.0002065339915454453,-0.0020812002185297477,-0.0007284200743870328,-0.0005745142607012077,-5.782951763272467e-05,484.42300766825275,6.517772,1.1089582860454041,215.3637596013946
maize,118,2010-12a,2010/11,277.8265756086442,-0.02315698252499793,0.013405660457779201,-0.0007132133601585605,0.02105809206816854,-0.00026417543125083085,-0.04006251319713318,-0.002198786653621259,-0.00977153196641565,-0.0034200361984754956,-0.00276957644675308,-0.0006156602630139525,133.9226176532009,6.517772,1.761835800896631,310.43408304157964
maize,120,2011-01a,2010/11,286.90562344382477,-0.022244639639010796,0.01287750187537562,-0.0006851140541418182,0.020257852829784963,-0.0002505210819152241,-0.03845763339647794,-0.026833247109795372,-0.029158124367131884,-0.010205343529486788,-0.002617162417640436,-0.007513309190742703,127.16389064550242,6.517772,1.653189754966495,290.2633051544505
maize,122,2011-02a,2010/11,306.750950510707,-0.02046052645348713,0.011844672330532536,-0.0006301650400895931,0.01955762295997868,-0.0001942520296650988,-0.5806919512189691,0.2402919018342728,0.07609513122177133,0.026633295921134188,-0.003481192633105735,0.06728173251359637,139.6988898971701,6.517772,1.452266638200986,437.4132007358861
maize,124,2011-03a,calm,323.85568062038385,-0.019118763516229112,0.011303301750682643,-0.000570009534749426,0.018346853141391468,-0.00013568989526433346,-0.5647682648669018,0.08917086746577206,-0.04161695899549709,-0.014565935641403148,-0.0019497941629846012,0.024967842890416175,166.59465389834924,6.517772,1.2803071327917923,309.1992685973704
maize,126,2011-04a,calm,328.3174436500448,-0.018794542279234414,0.012769151829025941,-0.00042774039104394134,0.017918433065905612,-0.00010659429797054726,-0.6532190563162132,0.07832825903789224,-0.06798120402946616,-0.023793421412477346,-0.0012695774336278548,0.021931912530609825,193.0886939440644,6.517772,1.1874314583681742,237.69322621660314
maize,128,2011-05a,calm,327.25684564061254,-0.0188707115142694,0.01312818177019422,-0.00040489150832858614,0.018016992686146534,-9.346292590431753e-05,-0.015029470122437983,0.006102504070325007,0.0018761092335093758,0.000656638225214657,-0.0010131838803754901,0.0017087011396910018,211.61001952282953,6.517772,1.131535210744859,206.15791150324173
maize,130,2011-06a,calm,326.0127248173919,-0.018960771778490933,0.013330213226424597,-0.0003956736603819863,0.01813007190376243,-9.159829757818659e-05,-0.013561143846988798,-0.0002949096608837453,-0.0029481564972329583,-0.001031854774903333,-0.0009980488566647355,-8.257470504744867e-05,210.74186335890764,6.517772,1.0976576837255576,201.00846890114454
maize,132,2011-07a,calm,319.91642004937796,-0.019413486422402725,0.013782375094891509,-0.0004051209162857845,0.018701924093751703,-9.246762553399555e-05,-0.01353635885869183,-0.011311069952208793,-0.011756127728174937,-0.004114644711080102,-0.001008769658609716,-0.0031670995866184617,200.4824760732846,6.517772,1.023468030937358,187.654775707383
maize,134,2011-08a,calm,298.28668275898593,-0.021188824796541876,0.009564489001718161,-0.0008874151327674271,0.020479319493901374,-9.756414666037646e-05,0.024854348159414234,1.9692150206433626e-05,0.004986623355859322,0.0017453181778856745,-0.0013277182978938794,5.513802057801415e-06,186.65287451180933,6.517772,0.920271266472157,210.4818182299572
maize,136,2011-09a,calm,276.9655935680572,-0.023247000418122735,0.021142445545067872,-0.00010735960844369953,0.02235716080308943,-7.633067425319853e-05,-0.008851758031924718,-0.00020098098890379676,-0.001931136397507981,-0.0006758977309183376,-0.0006205275952818937,-5.627467689306309e-05,270.86356288936645,6.517772,0.9470211581661562,129.39119304879364
maize,138,2011-10a,calm,257.4955390610718,-0.02546461200815826,0.02448240251805494,0.0,0.023850069995625944,-4.835875761634072e-05,-0.005573566088242503,0.0,-0.001114713214337176,-0.0003901496327444354,-0.0003901496260580752,0.0,483.0671647305379,6.517772,0.9926897189683717,134.60234265656132
maize,140,2011-11a,calm,236.92570278494316,-0.028257515760350176,0.02660177626168836,-6.269713183726796e-05,0.025817604748408968,-4.325246399841081e-05,-0.03090149578042732,-0.004277681792219315,-0.009602444594659334,-0.0033608556114296784,-0.00046450785881513334,-0.001197750901821408,592.8038583833973,6.517772,1.0040488847783176,181.2258330902088
maize,142,2011-12a,calm,218.69781397763273,-0.031231557866913087,0.02978606294267215,-3.853526355154571e-05,0.028682896741216168,-5.101372383358595e-05,-0.007351719754693097,-1.0055277642791949e-05,-0.001478388174352441,-0.0005174358688208835,-0.0005146203827696063,-2.8154777399817453e-06,564.8633786711201,6.517772,1.0162251207274065,172.2950964888853
rice,24,2007-01a,2007/08,346.04232267950727,-0.010453040323019845,0.0,-0.0018639259201710598,0.00882868702677877,-0.002250672186046206,-1.1830250884300297,0.0,-0.33124702476040835,-0.11593645866203624,-0.12827931114574703,0.0,-32.40670111900461,36.32939011900461,1.0920644421262056,612.2019297316263
rice,26,2007-02a,2007/08,398.3955869954214,-0.008827145085430834,0.0,-0.0014340707834947387,0.007822357074832824,-0.0019941313407135673,-1.0644319249964107,0.0,-0.2980409390027047,-0.10431432865273016,-0.1089145042628009,0.0,-33.15094235841117,37.07363135841117,1.0340158818329686,586.6543279579902
rice,28,2007-03a,2007/08,420.23284849082177,-0.008279606395078914,0.00016408027814981857,-0.0006747200127761886,0.008210048067816066,-0.0013142456113387567,-0.7453959517059195,0.0006397379347618309,-0.20825025516544055,-0.07288758931432934,-0.07332908328906809,0.0001612139595599814,-28.51724576901917,33.46748879971452,0.7924235185376309,474.9057150993826
rice,30,2007-04a,2007/08,454.16925310814065,-0.007542866345594907,0.00014948000529113449,-0.00259028540683234,0.005388062271555103,-0.0004762045988497915,-0.2550083444623232,0.0048482891022442465,-0.06791156829983971,-0.023769048908072878,-0.026167113070642567,0.00122176885376555,-12.660691431054158,19.322796065372458,0.5888062729896453,347.52413664173264
rice,32,2007-05a,2007/08,477.29721284269334,-0.007106422265003344,0.0007455867479225302,-0.004380524701180573,0.003537112529677092,-0.0001850251648266947,-0.11335465401476039,-0.016900443626699374,-0.04390762254059661,-0.015367667892781645,-0.011918624726143556,-0.004258911793928242,10.777657052777982,3.922689,0.7689701496865724,532.0533063063561
rice,34,2007-06a,2007/08,519.783347540754,-0.006415209648740891,0.0005510117469073938,-0.000601191920139242,0.00623073220740169,-0.0002271501010569527,-0.11885963746942235,-0.003391145222080182,-0.03572232305439806,-0.012502813072866917,-0.011921309755596115,-0.0008545685959642058,16.54478797374342,3.922689,0.7461706438369079,420.6292949427124
rice,36,2007-07a,2007/08,536.6419622020961,-0.006174135167958222,0.0005303055070540881,-0.000932289154922668,0.005676062483934814,-0.00011599759479181417,-0.05364220230555636,-0.0019204704566398803,-0.016402555369675824,-0.0057408943751495675,-0.006036390934232714,-0.00048395855507324983,35.12642698410804,3.922689,0.7980186169160831,446.0583936456006
rice,38,2007-08a,2007/08,518.3664927707687,-0.006436257080673728,0.0027144190888180163,-0.000432978418795062,0.006243335277320539,-7.640700087450838e-05,-0.024900699740962564,-0.005037454689903232,-0.010599163301787352,-0.003709707158092895,-0.0034988300442846515,-0.0012694385818556144,64.89335883710703,3.922689,0.8421825183854846,414.2344700473995
rice,40,2007-09a,2007/08,506.8291006095051,-0.006612471852839175,0.004231099800155093,-0.0002517510472056532,0.005962372323841386,-5.2600381550987445e-05,-0.019130957476195726,-0.0005050569551726771,-0.005720309108012741,-0.002002108193131822,-0.0024848804654028934,-0.00012727435270351464,101.9278328261091,3.922689,0.9338192135724735,473.8378313853518
rice,42,2007-10a,2007/08,527.3307996992705,-0.006305186287746784,0.004059865976604805,-0.00017939476256292124,0.004620742046746054,-3.69328269488662e-05,-0.023163218978153363,-0.0013237566932584144,-0.007438806139927856,-0.0026035821559813994,-0.0021127410505243235,-0.0003335866867011204,127.53401133057088,3.922689,1.0507116642360699,645.6060507252627
rice,44,2007-11a,2007/08,598.7981088583736,-0.005413288628998072,0.0002895350951095521,-0.00040970207691486815,0.0037434312510916477,-9.409925090415898e-05,-0.10038937447128667,-0.002381279388483979,-0.02982354601052958,-0.010438241100362832,-0.008007948450252524,-0.0006000824058979627,31.479738753524884,3.922689,0.889916685659342,813.4573196235433
rice,46,2007-12a,2007/08,676.7133962626414,-0.004674250240958656,0.00015486456961996255,-0.00037703270454301444,0.0034628203402397037,-3.57945702476137e-05,-0.03289614972841493,-8.39992516399754e-12,-0.009210921928324142,-0.0032238226757534422,-0.003338173465455904,-2.1167811413273805e-12,-1.501257529308278,20.98167871116474,0.2013657180910177,201.71008030349307
rice,48,2008-01a,2007/08,647.4292536735788,-0.004929091784187595,0.0,-0.0004912244337872948,0.0044724226336875835,-4.027162090235086e-05,-0.03587701059899787,0.0,-0.010045562962627081,-0.0035159470382364584,-0.003666436505867953,0.0,-15.427877046892547,36.299864361691796,0.18794036910987494,183.7872810862862
rice,50,2008-02a,2007/08,556.8037549084344,-0.005906838560754975,0.0,-0.0009498813921335946,0.005106224980300872,-3.7341290721627816e-05,-0.028809800316487506,0.0,-0.008066744088514414,-0.0028233604365949278,-0.003177393370881631,0.0,-14.109576994850187,37.27004063010404,0.16937005501172486,154.79916269109935
rice,52,2008-03a,2007/08,626.2480234297468,-0.0051298190498607265,9.962942875410295e-05,-0.00041803817834506693,0.005004343951614875,-2.8198213289404598e-05,-0.02622678756371647,-0.00030136782975740133,-0.0075604853521798205,-0.0026461698800705536,-0.002670286356893318,-7.594469309886513e-05,-7.4095163139133025,33.79437174426738,0.1486719914139532,151.22225970223406
rice,54,2008-04a,calm,677.1165112062811,-0.0046709111147213425,0.00039022376438956524,-0.00035015763703671876,0.0045606429318230095,-2.3060238317450917e-05,-0.022623341785867952,-0.027759257924324356,-0.026321201406396055,-0.00921242048552268,-0.002327480307984056,-0.0069953329969297375,8.47205181614361,19.381018707499145,0.1408350650844857,152.68041856538431
rice,56,2008-05a,calm,729.1996264578945,-0.004273482823855301,0.0003570212563063482,-0.0003879574608487691,0.004096405236875426,-4.8394151275535546e-05,-0.04449482116967675,-7.795316508447261e-12,-0.012458549936084338,-0.004360492473342094,-0.004779118929956654,-1.96441976012871e-12,27.015555643544786,3.922689,0.3654985298179496,387.6956372197607
rice,58,2008-06a,calm,777.7706144044679,-0.003955267410912219,0.00025518412885607516,-0.00037066205776405424,0.0037485499579354158,-4.576164255453917e-05,-0.04078969156897789,-7.30850687954218e-12,-0.011421113649838058,-0.0039973897818284245,-0.004519664841135074,-1.8417437336446294e-12,31.455387766966876,3.922689,0.4318893762698505,458.17086224269497
rice,60,2008-07a,calm,808.0676753929093,-0.0037779865425859017,0.0002825542793767508,-0.00029195584063580683,0.002883454658650736,-3.097985347249472e-05,-0.024738641164918616,-1.406897481282588e-11,-0.006926819546999295,-0.002424386843208375,-0.002617799756067951,-3.545381652832122e-12,49.94921439777972,3.922689,0.5788000405173338,525.3345152528266
rice,62,2008-08a,calm,840.8000561160766,-0.0036021882841407614,0.0007136090496423403,-0.00018289419172092512,0.0018836885038218088,-1.8040293018763672e-05,-0.017887159591823753,0.00023476027546246516,-0.004839377291163632,-0.0016937820603580643,-0.0015595998058560237,5.915958941654122e-05,73.88139965263657,3.922689,0.7451383573371289,691.9214978098651
rice,64,2008-09a,calm,879.3168871375235,-0.0034136830144839447,0.001705747941380769,-5.4175450167365355e-05,0.0017802771532756524,-1.7998228287129563e-05,-0.018568779959021064,-0.002623722585534704,-0.007088338652696684,-0.0024809185307064136,-0.001453046446794911,-0.0006611780915547453,94.96674530583513,3.922689,0.9997514210399306,866.9460852765202
rice,66,2008-10a,calm,901.220308722375,-0.003314366448660006,0.0014673504674010975,-3.6286191536745026e-05,0.0017176315172602863,-1.676182520296619e-05,0.009811473810528779,-1.2614766513948785e-11,0.002747212655090177,0.0009615244236049172,-0.0010355883877915498,-3.178921161515094e-12,115.05476027716094,3.922689,1.1610634687123893,770.4991154827158
rice,68,2008-11a,calm,856.9931291915491,-0.0035206664340024746,0.00022819867005892272,-0.000204955650158749,0.0024972828714961,-2.7246422613526964e-05,-0.020548451895704225,-1.3265781702224773e-11,-0.005753566541011834,-0.0020137482890224974,-0.001974663049548179,-3.342976988960643e-12,49.82515359271474,3.922689,0.5864119162590219,456.49562200761875
rice,70,2008-12a,calm,781.185672576516,-0.0039345273124075835,0.00016655541143361434,-0.00031160430347221426,0.002908659404470678,-8.733920501695525e-06,-0.007231341425347608,0.0,-0.002024775600698173,-0.0007086714595167049,-0.0007292362468627131,0.0,15.171838840679952,20.97195665770338,0.1085300795312284,97.3328528827381
rice,72,2009-01a,calm,690.5738183667371,-0.004561897857186181,0.0,-0.0004512892002593528,0.004142880287441669,-9.852397972246612e-06,-0.0075302336365822556,0.0,-0.0021084654147858722,-0.0007379628865321575,-0.000817372622568713,0.0,4.329717275814147,36.28394543780883,0.09658545272461272,86.06769652334685
rice,74,2009-02a,calm,578.21610470816,-0.005645331735995565,0.0,-0.00046378895504315683,0.005358132509940198,-1.4434659093258562e-05,-0.011254263976840375,0.0,-0.0031511939138102294,-0.0011029178759778466,-0.0011651438728268423,0.0,0.9024737320974339,37.25638682224464,0.10279890287640252,89.12752011138436
rice,76,2009-03a,calm,577.7988793177118,-0.005650223844510765,0.00010973653623584293,-0.00045652706586030004,0.005502855608163954,-1.4039705161923347e-05,-0.010936684892813513,0.00246780379234727,-0.0012854530448102286,-0.0004499085642078913,-0.001136557946707374,0.000621886555671512,5.430181705546541,33.780735718105845,0.10004073502329726,86.98828891625459
rice,78,2009-04a,calm,653.4342212125888,-0.0048747846777638165,9.467624646016114e-05,-0.00039540111126576297,0.0048224648901167635,-1.2519494651347421e-05,-0.009808446503921306,8.699179965708366e-12,-0.0027463650071792777,-0.0009612277472932392,-0.001063576106815348,2.192193351358508e-12,19.50306291669685,19.36859611236344,0.10091385595524523,92.08372803245138
rice,80,2009-05a,calm,673.2580055456912,-0.004703052819976783,0.00039290899152815534,-0.0003788378117845556,0.0045122496319992,-3.138727287992267e-05,-0.02259443105153605,0.0012697379776579582,-0.005412229351360668,-0.0018942802759312966,-0.0026009155486155346,0.0003199739703698055,36.41826059574539,3.922689,0.2806122215053,249.76384338782603
rice,82,2009-06a,2010/11,729.8611533240312,-0.004268835198810292,0.00031926467689641466,-0.0003269262221869449,0.0032949234371786543,-2.8698233918797207e-05,-0.02379132135625168,-0.00459587706337549,-0.009970601466159648,-0.0034897105143241146,-0.002361363278134773,-0.0011581610199706235,37.97799476154867,3.922689,0.3649479712556696,322.54395491049246
rice,84,2009-07a,2010/11,773.5115396260173,-0.003981415760271505,0.0003887811324530746,-0.00029920351785948294,0.0030339514929612265,-2.7283352618906096e-05,-0.021645042930411963,7.348748654517948e-12,-0.0060606120103740765,-0.0021212141973844904,-0.002264047314061373,1.8518846609385228e-12,54.97324733377161,3.922689,0.5296322642084306,472.07664502003
rice,86,2009-08a,2010/11,813.9030380959334,-0.0037455058891395256,0.0007405185104118669,-0.00019040804790802608,0.0019929696795430185,-1.7512594713928505e-05,-0.018588053509973626,-0.0038853870211985908,-0.008002133631909634,-0.0028007467718667773,-0.0014546961726647591,-0.0009791175293420449,77.31175070481373,3.922689,0.7138221087902951,636.8866023168143
rice,88,2009-09a,2010/11,857.9982106047908,-0.003515717973640907,0.001780729882378632,-5.3874982113027154e-05,0.0018339570471804939,-1.752120754841634e-05,-0.019031236949004715,-0.0024432674951879044,-0.007087898942256612,-0.0024807646261459974,-0.0014139311122576739,-0.000615703408787352,97.8098728144153,3.922689,0.9719297040672573,842.46019628917
rice,90,2009-10a,2010/11,886.3876355455283,-0.003381031839448806,0.0014968648536219553,-3.701605444016397e-05,0.001752338393268188,-1.656584639614403e-05,0.0036081401506938672,6.854780908910459e-08,0.0010103285950777239,0.00035361500923914287,-0.00098396683099727,1.7274047890454356e-08,116.96441034729528,3.922689,1.1428141542828405,729.1095025119386
rice,92,2009-11a,2010/11,849.757518386315,-0.0035566707954702366,0.0002320569637122935,-0.0002691848729244972,0.0024890091619732156,-2.674432370311106e-05,-0.01909830442204929,-6.689369335472708e-12,-0.005347525240715761,-0.0018716338379296698,-0.0019191883062351176,-1.6857210725391224e-12,50.24559443316112,3.922689,0.5820364700912489,448.6281139185365
rice,94,2009-12a,2010/11,778.125467668046,-0.003953103016285286,0.00016734175341890942,-0.0003130754507718495,0.0029297834888338667,-8.873702743864715e-06,-0.0073466671103161385,0.0,-0.002057066792532183,-0.0007199733759252293,-0.0007405916378082553,0.0,15.024212585421425,20.96375032420037,0.10900002897777863,97.71266539828024
rice,96,2010-01a,2010/11,689.6702474434151,-0.004569070916712984,0.0,-0.00045199880063761925,0.004149269950109678,-1.2744410698536913e-05,-0.00973727858122172,0.0,-0.0027264380020002913,-0.0009542532994637846,-0.0010141640323333742,0.0,-0.540745875266424,36.27773047287567,0.10976552846214174,93.82201095870823
rice,98,2010-02a,2010/11,578.8611524185511,-0.0056377835996149,0.0,-0.0004631688422120018,0.005355643955757886,-1.7985098153721145e-05,-0.013862647618757913,0.0,-0.003881541333988706,-0.0013585394710694924,-0.001405082422884742,0.0,-3.0734278401149737,37.251013567007824,0.11477373010912838,96.31231102717462
rice,100,2010-03a,2010/11,645.7386052160529,-0.004944582030425466,9.60318245758828e-05,-0.00039134910335971064,0.004825210462893071,-1.3930487739488248e-05,-0.01083618744874956,-0.0002782857914146024,-0.0032344982504507644,-0.001132074387217625,-0.001101129529113581,-7.01280194364798e-05,3.0856004591889663,33.77538214609294,0.10641845992021673,90.35233393603666
rice,102,2010-04a,2010/11,682.1930002281772,-0.004629232325000183,9.339800680331957e-05,-0.0003737536796163689,0.004570461503904004,-1.273767777741207e-05,-0.009933724047711883,-1.6664908271352903e-11,-0.00278144274148347,-0.0009735049557696101,-0.0010562301697260774,-4.199556884380932e-12,18.153072394398173,19.363818238853348,0.1045579453357814,93.12701211773778
rice,104,2010-05a,2010/11,698.5744040419992,-0.004499274446662181,0.0003792774431060986,-0.00033389800340468106,0.004347794521722155,-3.1378956039179934e-05,-0.023595276106278294,0.0002065827695983717,-0.006457937719390142,-0.002260278206668786,-0.0026009939794205614,5.205885793878967e-05,35.689327106811426,3.922689,0.2858883293441205,254.5350546226028
rice,106,2010-06a,2010/11,742.3604601860759,-0.0041827305558644785,0.0002730135826215575,-0.0003829310531555375,0.003972055179317706,-3.456198046371127e-05,-0.02597553962127039,0.0,-0.007273151096252845,-0.0025456028932598937,-0.0028899044936576777,0.0,38.00460279375895,3.922689,0.36482127622766314,327.65390423580794
rice,108,2010-07a,2010/11,779.7060924720975,-0.0039434884621655135,0.0003880512553062728,-0.0002961153854762299,0.0029985724492405065,-2.6317047293446973e-05,-0.021220806650880178,7.290364845115303e-12,-0.005941825853352205,-0.002079639050495863,-0.0022419781709242977,1.8371719409690564e-12,55.69823933957271,3.922689,0.5232645925324494,478.8129484097434
rice,110,2010-08a,2010/11,822.84455276728,-0.003696718063546316,0.0007323358069968346,-0.00018512916672389787,0.0019607212188187304,-1.723570670212023e-05,-0.017187253195934435,-0.0022438097890926916,-0.006427973942732053,-0.0022497908809924424,-0.001508847579513143,-0.0005654400668513583,77.29950060892426,3.922689,0.7139831122085175,671.3585649972543
