Area Code,Area,Item Code,Item,Element,Year,Unit,Value,Flag
144,Mozambique,15,Wheat,Production,2008,t,12500.000000,E
144,Mozambique,15,Wheat,Production,2009,t,15000.000000,E
144,Mozambique,15,Wheat,Production,2010,t,17870.000000,A
144,Mozambique,15,Wheat,Production,2011,t,20350.000000,A
28,Myanmar,15,Wheat,Production,2006,t,140200.000000,A
28,Myanmar,15,Wheat,Production,2007,t,155300.000000,A
28,Myanmar,15,Wheat,Production,2008,t,170400.000000,A
28,Myanmar,15,Wheat,Production,2009,t,179200.000000,A
28,Myanmar,15,Wheat,Production,2010,t,181000.000000,A
28,Myanmar,15,Wheat,Production,2011,t,169800.000000,A
147,Namibia,15,Wheat,Production,2006,t,12858.000000,A
147,Namibia,15,Wheat,Production,2007,t,12163.000000,A
147,Namibia,15,Wheat,Production,2008,t,14581.000000,A
147,Namibia,15,Wheat,Production,2009,t,12448.000000,A
147,Namibia,15,Wheat,Production,2010,t,13397.330000,I
147,Namibia,15,Wheat,Production,2011,t,16300.000000,X
149,Nepal,15,Wheat,Production,2006,t,1394126.000000,A
149,Nepal,15,Wheat,Production,2007,t,1515139.000000,A
149,Nepal,15,Wheat,Production,2008,t,1572065.000000,A
149,Nepal,15,Wheat,Production,2009,t,1343862.000000,A
149,Nepal,15,Wheat,Production,2010,t,1556539.000000,A
149,Nepal,15,Wheat,Production,2011,t,1745811.000000,A
150,Netherlands (Kingdom of the),15,Wheat,Production,2006,t,1184400.000000,A
150,Netherlands (Kingdom of the),15,Wheat,Production,2007,t,1018000.000000,A
150,Netherlands (Kingdom of the),15,Wheat,Production,2008,t,1366162.000000,A
150,Netherlands (Kingdom of the),15,Wheat,Production,2009,t,1402040.000000,A
150,Netherlands (Kingdom of the),15,Wheat,Production,2010,t,1369553.000000,A
150,Netherlands (Kingdom of the),15,Wheat,Production,2011,t,1175275.000000,A
153,New Caledonia,15,Wheat,Production,2006,t,0.000000,A
153,New Caledonia,15,Wheat,Production,2007,t,0.000000,A
153,New Caledonia,15,Wheat,Production,2008,t,0.000000,A
153,New Caledonia,15,Wheat,Production,2009,t,0.000000,A
153,New Caledonia,15,Wheat,Production,2010,t,0.000000,A
153,New Caledonia,15,Wheat,Production,2011,t,0.000000,A
156,New Zealand,15,Wheat,Production,2006,t,261798.000000,A
156,New Zealand,15,Wheat,Production,2007,t,344434.000000,A
156,New Zealand,15,Wheat,Production,2008,t,343350.000000,A
156,New Zealand,15,Wheat,Production,2009,t,403463.000000,A
156,New Zealand,15,Wheat,Production,2010,t,444890.000000,A
156,New Zealand,15,Wheat,Production,2011,t,383262.000000,A
158,Niger,15,Wheat,Production,2006,t,7796.000000,A
158,Niger,15,Wheat,Production,2007,t,7000.000000,A
158,Niger,15,Wheat,Production,2008,t,8775.000000,A
158,Niger,15,Wheat,Production,2009,t,6179.580000,I
158,Niger,15,Wheat,Production,2010,t,5165.270000,I
158,Niger,15,Wheat,Production,2011,t,1291.000000,A
159,Nigeria,15,Wheat,Production,2006,t,71000.000000,A
159,Nigeria,15,Wheat,Production,2007,t,44000.000000,A
159,Nigeria,15,Wheat,Production,2008,t,53000.000000,A
159,Nigeria,15,Wheat,Production,2009,t,80000.000000,E
159,Nigeria,15,Wheat,Production,2010,t,110440.620000,I
159,Nigeria,15,Wheat,Production,2011,t,165000.000000,X
154,North Macedonia,15,Wheat,Production,2006,t,293326.000000,A
154,North Macedonia,15,Wheat,Production,2007,t,218100.000000,A
154,North Macedonia,15,Wheat,Production,2008,t,291719.000000,A
154,North Macedonia,15,Wheat,Production,2009,t,271117.000000,A
154,North Macedonia,15,Wheat,Production,2010,t,243137.000000,A
154,North Macedonia,15,Wheat,Production,2011,t,256103.000000,A
162,Norway,15,Wheat,Production,2006,t,357000.000000,A
162,Norway,15,Wheat,Production,2007,t,401100.000000,A
162,Norway,15,Wheat,Production,2008,t,453300.000000,A
162,Norway,15,Wheat,Production,2009,t,278000.000000,A
162,Norway,15,Wheat,Production,2010,t,331400.000000,A
162,Norway,15,Wheat,Production,2011,t,284600.000000,A
221,Oman,15,Wheat,Production,2006,t,775.000000,A
221,Oman,15,Wheat,Production,2007,t,947.000000,A
221,Oman,15,Wheat,Production,2008,t,1070.000000,A
221,Oman,15,Wheat,Production,2009,t,1874.000000,A
221,Oman,15,Wheat,Production,2010,t,2286.000000,A
221,Oman,15,Wheat,Production,2011,t,2126.000000,A
165,Pakistan,15,Wheat,Production,2006,t,21276900.000000,A
165,Pakistan,15,Wheat,Production,2007,t,23294600.000000,A
165,Pakistan,15,Wheat,Production,2008,t,20958800.000000,A
165,Pakistan,15,Wheat,Production,2009,t,24033000.000000,A
165,Pakistan,15,Wheat,Production,2010,t,23310800.000000,A
165,Pakistan,15,Wheat,Production,2011,t,25213800.000000,A
299,Palestine,15,Wheat,Production,2006,t,39430.000000,A
299,Palestine,15,Wheat,Production,2007,t,39799.000000,A
299,Palestine,15,Wheat,Production,2008,t,31826.000000,A
299,Palestine,15,Wheat,Production,2009,t,30000.000000,E
299,Palestine,15,Wheat,Production,2010,t,17380.000000,A
299,Palestine,15,Wheat,Production,2011,t,17840.000000,A
169,Paraguay,15,Wheat,Production,2006,t,620000.000000,A
169,Paraguay,15,Wheat,Production,2007,t,800000.000000,A
169,Paraguay,15,Wheat,Production,2008,t,799632.000000,A
169,Paraguay,15,Wheat,Production,2009,t,1066800.000000,A
169,Paraguay,15,Wheat,Production,2010,t,1401987.000000,A
169,Paraguay,15,Wheat,Production,2011,t,1463881.000000,A
170,Peru,15,Wheat,Production,2006,t,191082.000000,A
170,Peru,15,Wheat,Production,2007,t,181552.000000,A
170,Peru,15,Wheat,Production,2008,t,206936.000000,A
170,Peru,15,Wheat,Production,2009,t,226265.000000,A
170,Peru,15,Wheat,Production,2010,t,219454.000000,A
170,Peru,15,Wheat,Production,2011,t,214140.000000,A
173,Poland,15,Wheat,Production,2006,t,7059671.000000,A
173,Poland,15,Wheat,Production,2007,t,8317265.000000,A
173,Poland,15,Wheat,Production,2008,t,9274920.000000,A
173,Poland,15,Wheat,Production,2009,t,9789586.000000,A
173,Poland,15,Wheat,Production,2010,t,9408110.000000,A
173,Poland,15,Wheat,Production,2011,t,9339200.000000,A
174,Portugal,15,Wheat,Production,2006,t,249580.000000,A
174,Portugal,15,Wheat,Production,2007,t,102258.000000,A
174,Portugal,15,Wheat,Production,2008,t,203289.000000,A
174,Portugal,15,Wheat,Production,2009,t,124146.000000,A
174,Portugal,15,Wheat,Production,2010,t,82577.000000,A
174,Portugal,15,Wheat,Production,2011,t,51003.000000,A
179,Qatar,15,Wheat,Production,2006,t,20.000000,A
179,Qatar,15,Wheat,Production,2007,t,32.000000,A
179,Qatar,15,Wheat,Production,2008,t,30.000000,A
179,Qatar,15,Wheat,Production,2009,t,49.000000,A
179,Qatar,15,Wheat,Production,2010,t,36.000000,A
179,Qatar,15,Wheat,Production,2011,t,26.000000,A
117,Republic of Korea,15,Wheat,Production,2006,t,5810.000000,A
117,Republic of Korea,15,Wheat,Production,2007,t,7351.000000,A
117,Republic of Korea,15,Wheat,Production,2008,t,10359.000000,A
117,Republic of Korea,15,Wheat,Production,2009,t,18782.000000,A
117,Republic of Korea,15,Wheat,Production,2010,t,39116.000000,A
117,Republic of Korea,15,Wheat,Production,2011,t,43677.000000,A
146,Republic of Moldova,15,Wheat,Production,2006,t,691417.000000,A
146,Republic of Moldova,15,Wheat,Production,2007,t,406484.000000,A
146,Republic of Moldova,15,Wheat,Production,2008,t,1286332.000000,A
146,Republic of Moldova,15,Wheat,Production,2009,t,736660.000000,A
146,Republic of Moldova,15,Wheat,Production,2010,t,744160.000000,A
146,Republic of Moldova,15,Wheat,Production,2011,t,794783.000000,A
183,Romania,15,Wheat,Production,2006,t,5526190.000000,A
183,Romania,15,Wheat,Production,2007,t,3044465.000000,A
183,Romania,15,Wheat,Production,2008,t,7180984.000000,A
183,Romania,15,Wheat,Production,2009,t,5202526.000000,A
183,Romania,15,Wheat,Production,2010,t,5811810.000000,A
183,Romania,15,Wheat,Production,2011,t,7131590.000000,A
185,Russian Federation,15,Wheat,Production,2006,t,44926880.000000,A
185,Russian Federation,15,Wheat,Production,2007,t,49367973.000000,A
185,Russian Federation,15,Wheat,Production,2008,t,63765140.000000,A
185,Russian Federation,15,Wheat,Production,2009,t,61739751.000000,A
185,Russian Federation,15,Wheat,Production,2010,t,41507581.000000,A
185,Russian Federation,15,Wheat,Production,2011,t,56239994.000000,A
184,Rwanda,15,Wheat,Production,2006,t,19549.000000,A
184,Rwanda,15,Wheat,Production,2007,t,24633.000000,A
184,Rwanda,15,Wheat,Production,2008,t,8247.000000,A
184,Rwanda,15,Wheat,Production,2009,t,7988.470000,I
184,Rwanda,15,Wheat,Production,2010,t,7661.900000,I
184,Rwanda,15,Wheat,Production,2011,t,8464.560000,I
194,Saudi Arabia,15,Wheat,Production,2006,t,2630394.000000,A
194,Saudi Arabia,15,Wheat,Production,2007,t,2558000.000000,A
194,Saudi Arabia,15,Wheat,Production,2008,t,1985556.000000,A
194,Saudi Arabia,15,Wheat,Production,2009,t,1152447.000000,A
194,Saudi Arabia,15,Wheat,Production,2010,t,1349389.000000,A
194,Saudi Arabia,15,Wheat,Production,2011,t,1184454.000000,A
272,Serbia,15,Wheat,Production,2006,t,1875335.000000,A
272,Serbia,15,Wheat,Production,2007,t,1863811.000000,A
272,Serbia,15,Wheat,Production,2008,t,2095400.000000,A
272,Serbia,15,Wheat,Production,2009,t,2067555.000000,A
272,Serbia,15,Wheat,Production,2010,t,1630404.000000,A
272,Serbia,15,Wheat,Production,2011,t,2076237.000000,A
199,Slovakia,15,Wheat,Production,2006,t,1342693.000000,A
199,Slovakia,15,Wheat,Production,2007,t,1379643.000000,A
199,Slovakia,15,Wheat,Production,2008,t,1819479.000000,A
199,Slovakia,15,Wheat,Production,2009,t,1537905.000000,A
199,Slovakia,15,Wheat,Production,2010,t,1185286.000000,A
199,Slovakia,15,Wheat,Production,2011,t,1631112.000000,A
198,Slovenia,15,Wheat,Production,2006,t,134449.000000,A
198,Slovenia,15,Wheat,Production,2007,t,133339.000000,A
198,Slovenia,15,Wheat,Production,2008,t,160297.000000,A
198,Slovenia,15,Wheat,Production,2009,t,136904.000000,A
198,Slovenia,15,Wheat,Production,2010,t,153481.000000,A
198,Slovenia,15,Wheat,Production,2011,t,153575.000000,A
201,Somalia,15,Wheat,Production,2006,t,960.000000,E
201,Somalia,15,Wheat,Production,2007,t,970.000000,E
201,Somalia,15,Wheat,Production,2008,t,1000.000000,E
201,Somalia,15,Wheat,Production,2009,t,950.000000,E
201,Somalia,15,Wheat,Production,2010,t,997.890000,I
201,Somalia,15,Wheat,Production,2011,t,1005.500000,I
202,South Africa,15,Wheat,Production,2006,t,2105000.000000,A
202,South Africa,15,Wheat,Production,2007,t,1905000.000000,A
202,South Africa,15,Wheat,Production,2008,t,2130000.000000,A
202,South Africa,15,Wheat,Production,2009,t,1958000.000000,A
202,South Africa,15,Wheat,Production,2010,t,1430000.000000,A
202,South Africa,15,Wheat,Production,2011,t,2005000.000000,A
203,Spain,15,Wheat,Production,2006,t,5521582.000000,A
203,Spain,15,Wheat,Production,2007,t,6436359.000000,A
203,Spain,15,Wheat,Production,2008,t,6714300.000000,A
203,Spain,15,Wheat,Production,2009,t,4804772.000000,A
203,Spain,15,Wheat,Production,2010,t,5941197.000000,A
203,Spain,15,Wheat,Production,2011,t,6876657.000000,A
206,Sudan (former),15,Wheat,Production,2006,t,669000.000000,A
206,Sudan (former),15,Wheat,Production,2007,t,803000.000000,A
206,Sudan (former),15,Wheat,Production,2008,t,587000.000000,A
206,Sudan (former),15,Wheat,Production,2009,t,641695.000000,A
206,Sudan (former),15,Wheat,Production,2010,t,403000.000000,A
206,Sudan (former),15,Wheat,Production,2011,t,292000.000000,A
210,Sweden,15,Wheat,Production,2006,t,1967400.000000,A
210,Sweden,15,Wheat,Production,2007,t,2255700.000000,A
210,Sweden,15,Wheat,Production,2008,t,2202200.000000,A
210,Sweden,15,Wheat,Production,2009,t,2277900.000000,A
210,Sweden,15,Wheat,Production,2010,t,2143000.000000,A
210,Sweden,15,Wheat,Production,2011,t,2253100.000000,A
211,Switzerland,15,Wheat,Production,2006,t,543800.000000,A
211,Switzerland,15,Wheat,Production,2007,t,543900.000000,A
211,Switzerland,15,Wheat,Production,2008,t,549084.000000,A
211,Switzerland,15,Wheat,Production,2009,t,549919.000000,A
211,Switzerland,15,Wheat,Production,2010,t,524017.000000,A
211,Switzerland,15,Wheat,Production,2011,t,553150.000000,A
212,Syrian Arab Republic,15,Wheat,Production,2006,t,4932000.000000,A
212,Syrian Arab Republic,15,Wheat,Production,2007,t,4041100.000000,A
212,Syrian Arab Republic,15,Wheat,Production,2008,t,2139300.000000,A
212,Syrian Arab Republic,15,Wheat,Production,2009,t,3701784.000000,A
212,Syrian Arab Republic,15,Wheat,Production,2010,t,3083100.000000,A
212,Syrian Arab Republic,15,Wheat,Production,2011,t,3858331.000000,A
208,Tajikistan,15,Wheat,Production,2006,t,640339.000000,A
208,Tajikistan,15,Wheat,Production,2007,t,649300.000000,A
208,Tajikistan,15,Wheat,Production,2008,t,659096.000000,A
208,Tajikistan,15,Wheat,Production,2009,t,1088591.000000,A
208,Tajikistan,15,Wheat,Production,2010,t,1033144.000000,A
208,Tajikistan,15,Wheat,Production,2011,t,726880.000000,A
216,Thailand,15,Wheat,Production,2006,t,1000.000000,E
216,Thailand,15,Wheat,Production,2007,t,1013.610000,I
216,Thailand,15,Wheat,Production,2008,t,1045.220000,I
216,Thailand,15,Wheat,Production,2009,t,1063.010000,I
216,Thailand,15,Wheat,Production,2010,t,1107.410000,I
216,Thailand,15,Wheat,Production,2011,t,1115.480000,I
222,Tunisia,15,Wheat,Production,2006,t,1250600.000000,A
222,Tunisia,15,Wheat,Production,2007,t,1442800.000000,A
222,Tunisia,15,Wheat,Production,2008,t,919000.000000,A
222,Tunisia,15,Wheat,Production,2009,t,1653600.000000,A
222,Tunisia,15,Wheat,Production,2010,t,822000.000000,A
222,Tunisia,15,Wheat,Production,2011,t,1605500.000000,A
223,Türkiye,15,Wheat,Production,2006,t,20010000.000000,A
223,Türkiye,15,Wheat,Production,2007,t,17234000.000000,A
223,Türkiye,15,Wheat,Production,2008,t,17782000.000000,A
223,Türkiye,15,Wheat,Production,2009,t,20600000.000000,A
223,Türkiye,15,Wheat,Production,2010,t,19674000.000000,A
223,Türkiye,15,Wheat,Production,2011,t,21800000.000000,A
213,Turkmenistan,15,Wheat,Production,2006,t,3260000.000000,X
213,Turkmenistan,15,Wheat,Production,2007,t,1082770.000000,A
213,Turkmenistan,15,Wheat,Production,2008,t,996160.000000,A
213,Turkmenistan,15,Wheat,Production,2009,t,1405600.000000,A
213,Turkmenistan,15,Wheat,Production,2010,t,1476620.000000,A
213,Turkmenistan,15,Wheat,Production,2011,t,1168220.000000,A
226,Uganda,15,Wheat,Production,2006,t,18000.000000,A
226,Uganda,15,Wheat,Production,2007,t,19000.000000,A
226,Uganda,15,Wheat,Production,2008,t,19000.000000,A
226,Uganda,15,Wheat,Production,2009,t,20000.000000,A
226,Uganda,15,Wheat,Production,2010,t,20000.000000,A
226,Uganda,15,Wheat,Production,2011,t,23000.000000,A
230,Ukraine,15,Wheat,Production,2006,t,13947300.000000,A
230,Ukraine,15,Wheat,Production,2007,t,13937700.000000,A
230,Ukraine,15,Wheat,Production,2008,t,25885400.000000,A
230,Ukraine,15,Wheat,Production,2009,t,20886400.000000,A
230,Ukraine,15,Wheat,Production,2010,t,16851300.000000,A
230,Ukraine,15,Wheat,Production,2011,t,22323600.000000,A
225,United Arab Emirates,15,Wheat,Production,2006,t,26.000000,A
225,United Arab Emirates,15,Wheat,Production,2007,t,30.000000,A
225,United Arab Emirates,15,Wheat,Production,2008,t,30.000000,A
225,United Arab Emirates,15,Wheat,Production,2009,t,,M
225,United Arab Emirates,15,Wheat,Production,2010,t,,M
225,United Arab Emirates,15,Wheat,Production,2011,t,,M
229,United Kingdom of Great Britain and Northern Ireland,15,Wheat,Production,2006,t,14755222.000000,A
229,United Kingdom of Great Britain and Northern Ireland,15,Wheat,Production,2007,t,13220620.000000,A
229,United Kingdom of Great Britain and Northern Ireland,15,Wheat,Production,2008,t,17227051.000000,A
229,United Kingdom of Great Britain and Northern Ireland,15,Wheat,Production,2009,t,14075596.000000,A
229,United Kingdom of Great Britain and Northern Ireland,15,Wheat,Production,2010,t,14877835.000000,A
229,United Kingdom of Great Britain and Northern Ireland,15,Wheat,Production,2011,t,15257083.000000,A
215,United Republic of Tanzania,15,Wheat,Production,2006,t,110000.000000,A
215,United Republic of Tanzania,15,Wheat,Production,2007,t,82800.000000,A
215,United Republic of Tanzania,15,Wheat,Production,2008,t,43360.000000,A
215,United Republic of Tanzania,15,Wheat,Production,2009,t,82370.000000,A
215,United Republic of Tanzania,15,Wheat,Production,2010,t,62370.000000,A
215,United Republic of Tanzania,15,Wheat,Production,2011,t,112658.000000,A
231,United States of America,15,Wheat,Production,2006,t,49216040.000000,A
231,United States of America,15,Wheat,Production,2007,t,55820360.000000,A
231,United States of America,15,Wheat,Production,2008,t,68016096.000000,A
231,United States of America,15,Wheat,Production,2009,t,60365728.000000,A
231,United States of America,15,Wheat,Production,2010,t,60062408.000000,A
231,United States of America,15,Wheat,Production,2011,t,54418808.000000,A
234,Uruguay,15,Wheat,Production,2006,t,454100.000000,A
234,Uruguay,15,Wheat,Production,2007,t,611200.000000,A
234,Uruguay,15,Wheat,Production,2008,t,697143.000000,A
234,Uruguay,15,Wheat,Production,2009,t,1356600.000000,A
234,Uruguay,15,Wheat,Production,2010,t,1844416.000000,A
234,Uruguay,15,Wheat,Production,2011,t,1300700.000000,A
235,Uzbekistan,15,Wheat,Production,2006,t,6099300.000000,A
235,Uzbekistan,15,Wheat,Production,2007,t,6190300.000000,A
235,Uzbekistan,15,Wheat,Production,2008,t,6147100.000000,A
235,Uzbekistan,15,Wheat,Production,2009,t,6639800.000000,A
235,Uzbekistan,15,Wheat,Production,2010,t,6745000.000000,A
235,Uzbekistan,15,Wheat,Production,2011,t,6526955.000000,A
236,Venezuela (Bolivarian Republic of),15,Wheat,Production,2006,t,220.000000,A
236,Venezuela (Bolivarian Republic of),15,Wheat,Production,2007,t,213.000000,A
236,Venezuela (Bolivarian Republic of),15,Wheat,Production,2008,t,230.000000,A
236,Venezuela (Bolivarian Republic of),15,Wheat,Production,2009,t,143.000000,A
236,Venezuela (Bolivarian Republic of),15,Wheat,Production,2010,t,183.000000,A
236,Venezuela (Bolivarian Republic of),15,Wheat,Production,2011,t,204.000000,A
249,Yemen,15,Wheat,Production,2006,t,149173.000000,A
249,Yemen,15,Wheat,Production,2007,t,218520.000000,A
249,Yemen,15,Wheat,Production,2008,t,170446.000000,A
249,Yemen,15,Wheat,Production,2009,t,222129.000000,A
249,Yemen,15,Wheat,Production,2010,t,265432.000000,A
249,Yemen,15,Wheat,Production,2011,t,232339.000000,A
251,Zambia,15,Wheat,Production,2006,t,93958.000000,A
251,Zambia,15,Wheat,Production,2007,t,115843.000000,A
251,Zambia,15,Wheat,Production,2008,t,113242.000000,A
251,Zambia,15,Wheat,Production,2009,t,195456.000000,A
251,Zambia,15,Wheat,Production,2010,t,172256.000000,A
251,Zambia,15,Wheat,Production,2011,t,237332.000000,A
181,Zimbabwe,15,Wheat,Production,2006,t,241924.000000,A
181,Zimbabwe,15,Wheat,Production,2007,t,149110.000000,A
181,Zimbabwe,15,Wheat,Production,2008,t,31000.000000,A
181,Zimbabwe,15,Wheat,Production,2009,t,12000.000000,X
181,Zimbabwe,15,Wheat,Production,2010,t,18000.000000,X
181,Zimbabwe,15,Wheat,Production,2011,t,23000.000000,X
5000,World,15,Wheat,Production,2006,t,601878913.710000,A
5000,World,15,Wheat,Production,2007,t,611107130.340000,A
5000,World,15,Wheat,Production,2008,t,680105120.510000,A
5000,World,15,Wheat,Production,2009,t,684659723.980000,A
5000,World,15,Wheat,Production,2010,t,653707910.630000,A
5000,World,15,Wheat,Production,2011,t,698000561.610000,A
5100,Africa,15,Wheat,Production,2006,t,24623312.270000,A
5100,Africa,15,Wheat,Production,2007,t,18947029.570000,A
5100,Africa,15,Wheat,Production,2008,t,19690693.900000,A
5100,Africa,15,Wheat,Production,2009,t,26115227.870000,A
5100,Africa,15,Wheat,Production,2010,t,21813270.480000,A
5100,Africa,15,Wheat,Production,2011,t,25496262.460000,A
5101,Eastern Africa,15,Wheat,Production,2006,t,3082635.000000,A
5101,Eastern Africa,15,Wheat,Production,2007,t,3312497.920000,E
5101,Eastern Africa,15,Wheat,Production,2008,t,2974831.670000,E
5101,Eastern Africa,15,Wheat,Production,2009,t,3767106.720000,E
5101,Eastern Africa,15,Wheat,Production,2010,t,4189839.190000,E
5101,Eastern Africa,15,Wheat,Production,2011,t,3836469.070000,E
5102,Middle Africa,15,Wheat,Production,2006,t,15235.110000,A
5102,Middle Africa,15,Wheat,Production,2007,t,21835.650000,A
5102,Middle Africa,15,Wheat,Production,2008,t,21616.430000,A
5102,Middle Africa,15,Wheat,Production,2009,t,18591.570000,A
5102,Middle Africa,15,Wheat,Production,2010,t,15439.000000,A
5102,Middle Africa,15,Wheat,Production,2011,t,15514.000000,A
5103,Northern Africa,15,Wheat,Production,2006,t,19312520.000000,A
5103,Northern Africa,15,Wheat,Production,2007,t,13630393.000000,A
5103,Northern Africa,15,Wheat,Production,2008,t,14467534.000000,A
5103,Northern Africa,15,Wheat,Production,2009,t,20247837.000000,A
5103,Northern Africa,15,Wheat,Production,2010,t,16015956.070000,A
5103,Northern Africa,15,Wheat,Production,2011,t,19399337.000000,A
5104,Southern Africa,15,Wheat,Production,2006,t,2124987.160000,A
5104,Southern Africa,15,Wheat,Production,2007,t,1920718.000000,A
5104,Southern Africa,15,Wheat,Production,2008,t,2147770.800000,A
5104,Southern Africa,15,Wheat,Production,2009,t,1976967.000000,A
5104,Southern Africa,15,Wheat,Production,2010,t,1463966.330000,A
5104,Southern Africa,15,Wheat,Production,2011,t,2041921.400000,A
5105,Western Africa,15,Wheat,Production,2006,t,87935.000000,A
5105,Western Africa,15,Wheat,Production,2007,t,61585.000000,A
5105,Western Africa,15,Wheat,Production,2008,t,78941.000000,A
5105,Western Africa,15,Wheat,Production,2009,t,104725.580000,E
5105,Western Africa,15,Wheat,Production,2010,t,128069.890000,E
5105,Western Africa,15,Wheat,Production,2011,t,203021.000000,E
5200,Americas,15,Wheat,Production,2006,t,97741781.040000,A
5200,Americas,15,Wheat,Production,2007,t,102799216.760000,A
5200,Americas,15,Wheat,Production,2008,t,118250195.420000,A
5200,Americas,15,Wheat,Production,2009,t,109545395.750000,A
5200,Americas,15,Wheat,Production,2010,t,114342305.700000,A
5200,Americas,15,Wheat,Production,2011,t,108283850.430000,A
5203,Northern America,15,Wheat,Production,2006,t,74481440.000000,A
5203,Northern America,15,Wheat,Production,2007,t,75910760.000000,A
5203,Northern America,15,Wheat,Production,2008,t,96635296.000000,A
5203,Northern America,15,Wheat,Production,2009,t,87315628.000000,A
5203,Northern America,15,Wheat,Production,2010,t,83362008.000000,A
5203,Northern America,15,Wheat,Production,2011,t,79706808.000000,A
5204,Central America,15,Wheat,Production,2006,t,3380789.040000,A
5204,Central America,15,Wheat,Production,2007,t,3518355.760000,A
5204,Central America,15,Wheat,Production,2008,t,4022359.420000,A
5204,Central America,15,Wheat,Production,2009,t,4118834.750000,A
5204,Central America,15,Wheat,Production,2010,t,3679284.500000,A
5204,Central America,15,Wheat,Production,2011,t,3630114.430000,A
5207,South America,15,Wheat,Production,2006,t,19879552.000000,A
5207,South America,15,Wheat,Production,2007,t,23370101.000000,A
5207,South America,15,Wheat,Production,2008,t,17592540.000000,A
5207,South America,15,Wheat,Production,2009,t,18110933.000000,A
5207,South America,15,Wheat,Production,2010,t,27301013.200000,A
5207,South America,15,Wheat,Production,2011,t,24946928.000000,A
5300,Asia,15,Wheat,Production,2006,t,276713944.000000,A
5300,Asia,15,Wheat,Production,2007,t,285744795.110000,A
5300,Asia,15,Wheat,Production,2008,t,272119965.620000,A
5300,Asia,15,Wheat,Production,2009,t,297883691.510000,A
5300,Asia,15,Wheat,Production,2010,t,288324080.630000,A
5300,Asia,15,Wheat,Production,2011,t,309899466.990000,A
5301,Central Asia,15,Wheat,Production,2006,t,24300418.000000,A
5301,Central Asia,15,Wheat,Production,2007,t,25098117.000000,A
5301,Central Asia,15,Wheat,Production,2008,t,21086746.000000,A
5301,Central Asia,15,Wheat,Production,2009,t,27242667.000000,A
5301,Central Asia,15,Wheat,Production,2010,t,19706464.000000,A
5301,Central Asia,15,Wheat,Production,2011,t,31953962.510000,A
5302,Eastern Asia,15,Wheat,Production,2006,t,109636038.000000,A
5302,Eastern Asia,15,Wheat,Production,2007,t,110520307.000000,A
5302,Eastern Asia,15,Wheat,Production,2008,t,113740681.000000,A
5302,Eastern Asia,15,Wheat,Production,2009,t,116365468.000000,A
5302,Eastern Asia,15,Wheat,Production,2010,t,116302052.000000,A
5302,Eastern Asia,15,Wheat,Production,2011,t,118766900.000000,A
5303,Southern Asia,15,Wheat,Production,2006,t,110796367.000000,A
5303,Southern Asia,15,Wheat,Production,2007,t,121732930.500000,A
5303,Southern Asia,15,Wheat,Production,2008,t,111573870.400000,A
5303,Southern Asia,15,Wheat,Production,2009,t,124066816.500000,A
5303,Southern Asia,15,Wheat,Production,2010,t,123252289.900000,A
5303,Southern Asia,15,Wheat,Production,2011,t,126877928.000000,A
5304,South-eastern Asia,15,Wheat,Production,2006,t,141200.000000,A
5304,South-eastern Asia,15,Wheat,Production,2007,t,156313.610000,A
5304,South-eastern Asia,15,Wheat,Production,2008,t,171445.220000,A
5304,South-eastern Asia,15,Wheat,Production,2009,t,180263.010000,A
5304,South-eastern Asia,15,Wheat,Production,2010,t,182107.410000,A
5304,South-eastern Asia,15,Wheat,Production,2011,t,170915.480000,A
5305,Western Asia,15,Wheat,Production,2006,t,31839921.000000,A
5305,Western Asia,15,Wheat,Production,2007,t,28237127.000000,A
5305,Western Asia,15,Wheat,Production,2008,t,25547223.000000,A
5305,Western Asia,15,Wheat,Production,2009,t,30028477.000000,A
5305,Western Asia,15,Wheat,Production,2010,t,28881167.320000,A
5305,Western Asia,15,Wheat,Production,2011,t,32129761.000000,A
5400,Europe,15,Wheat,Production,2006,t,191716450.400000,A
5400,Europe,15,Wheat,Production,2007,t,189702276.900000,A
5400,Europe,15,Wheat,Production,2008,t,248280738.570000,A
5400,Europe,15,Wheat,Production,2009,t,228877935.850000,A
5400,Europe,15,Wheat,Production,2010,t,201373287.820000,A
5400,Europe,15,Wheat,Production,2011,t,224032710.720000,A
5401,Eastern Europe,15,Wheat,Production,2006,t,85753758.000000,A
5401,Eastern Europe,15,Wheat,Production,2007,t,88166325.000000,A
5401,Eastern Europe,15,Wheat,Production,2008,t,126152037.000000,A
5401,Eastern Europe,15,Wheat,Production,2009,t,114625916.000000,A
5401,Eastern Europe,15,Wheat,Production,2010,t,89248697.000000,A
5401,Eastern Europe,15,Wheat,Production,2011,t,113071188.000000,A
5402,Northern Europe,15,Wheat,Production,2006,t,24994012.000000,A
5402,Northern Europe,15,Wheat,Production,2007,t,24450546.000000,A
5402,Northern Europe,15,Wheat,Production,2008,t,29736151.000000,A
5402,Northern Europe,15,Wheat,Production,2009,t,27628116.000000,A
5402,Northern Europe,15,Wheat,Production,2010,t,26833135.000000,A
5402,Northern Europe,15,Wheat,Production,2011,t,27698983.000000,A
5403,Southern Europe,15,Wheat,Production,2006,t,18315156.000000,A
5403,Southern Europe,15,Wheat,Production,2007,t,18884831.000000,A
5403,Southern Europe,15,Wheat,Production,2008,t,21844514.570000,A
